x_coord,y_coord
76.7243595,30.7441707
76.7252951,30.744235
76.7359937,30.7443097
76.7331754,30.7443482
76.7338693,30.7443724
76.7368376,30.7443753
76.7264657,30.7443745
76.7362522,30.7444706
76.7304347,30.7445382
76.7329429,30.7446289
76.7336436,30.7446434
76.7322297,30.7446449
76.7365835,30.7446787
76.7373531,30.7446863
76.7356693,30.744693
76.7340192,30.7446781
76.7365092,30.7447667
76.7261389,30.7447597
76.7359373,30.7448607
76.7327219,30.7448957
76.7334106,30.7449231
76.7368489,30.7449672
76.7307266,30.7449992
76.7337913,30.7449447
76.7326171,30.7450222
76.7362605,30.7450631
76.7370253,30.7450713
76.7353544,30.7450763
76.7362016,30.7451332
76.7331913,30.7451865
76.7298508,30.7452257
76.7335762,30.7451961
76.7355969,30.745219
76.7331042,30.745291
76.73654,30.7453371
76.7304474,30.7453519
76.7350923,30.7453826
76.7367336,30.7454538
76.7324409,30.7454603
76.7350247,30.7454632
76.7359556,30.7454257
76.7299667,30.7455269
76.7358703,30.7455281
76.7352816,30.745625
76.7348778,30.7456315
76.729859,30.7456692
76.7362988,30.7457893
76.7356136,30.745834
76.7321067,30.7458585
76.7364269,30.7458673
76.735557,30.7459015
76.7346578,30.7459035
76.7359608,30.7461628
76.7318227,30.7461969
76.7361593,30.7462911
76.7352474,30.7462842
76.7342949,30.7463494
76.7316059,30.746463
76.7358532,30.7466656
76.7332481,30.7282022
76.7351947,30.7286706
76.7332812,30.7285985
76.7349334,30.7289747
76.7342639,30.7290818
76.7327477,30.7292549
76.7346667,30.7293109
76.7393943,30.7295651
76.7362679,30.729819
76.7391823,30.7298568
76.7336502,30.7298414
76.7390144,30.7299218
76.7393288,30.7299109
76.7356138,30.7298885
76.739378,30.7299812
76.7339716,30.730034
76.7389849,30.7300999
76.7390302,30.7301608
76.7393249,30.7301642
76.7391768,30.730215
76.7337167,30.7303631
76.7345386,30.7304004
76.7389363,30.7305229
76.7388893,30.7306572
76.7335018,30.7306151
76.7413416,30.7306884
76.7418623,30.7307473
76.7417969,30.730827
76.7328325,30.7308614
76.7353913,30.730912
76.7435071,30.7309331
76.7402331,30.7309643
76.7331361,30.7310558
76.7444337,30.7310145
76.742174,30.7310646
76.7326186,30.7311165
76.7333555,30.7311532
76.7443028,30.7311892
76.7399404,30.7313027
76.74082,30.7313277
76.7419213,30.7313775
76.7323895,30.7313898
76.7455933,30.731473
76.7322909,30.7315075
76.7332605,30.7315287
76.7412056,30.7315477
76.7440513,30.7315078
76.7429767,30.7315705
76.7423186,30.7316312
76.7405401,30.7316708
76.7470629,30.731713
76.7468674,30.7317335
76.7459878,30.7317322
76.7444282,30.7317391
76.7415879,30.7317901
76.7472856,30.7318325
76.7368631,30.7318518
76.7331737,30.7318865
76.745299,30.7318144
76.7427154,30.7318846
76.7409155,30.7319014
76.7466629,30.7319437
76.74365,30.7320001
76.7419849,30.7320417
76.7371689,30.7320451
76.7473391,30.7320879
76.7456945,30.7320896
76.7441259,30.7321222
76.745031,30.732109
76.7467038,30.7321613
76.7331171,30.7321342
76.7471883,30.7322618
76.7423949,30.7322696
76.7469717,30.7323064
76.7433941,30.732318
76.7376158,30.7323126
76.746662,30.7323827
76.7417049,30.7323861
76.7461437,30.7323661
76.7367911,30.7325002
76.7447155,30.7324934
76.7437762,30.7325619
76.7389311,30.7326127
76.7420975,30.7326271
76.7430864,30.7327003
76.7451463,30.7327646
76.7443561,30.7329321
76.7385818,30.7328811
76.7386258,30.7329087
76.7455833,30.7330398
76.7448035,30.7332083
76.7440538,30.7333029
76.7359391,30.7331667
76.7354687,30.7332956
76.7393501,30.7333631
76.7430015,30.7334081
76.7452193,30.733465
76.7422204,30.7334722
76.7444867,30.7335844
76.739655,30.7335664
76.7366941,30.7336347
76.7436481,30.7338007
76.7389993,30.7337874
76.7378275,30.7337818
76.7400075,30.7337755
76.7450256,30.7339229
76.7364622,30.7339152
76.7393159,30.7339827
76.7423809,30.7340367
76.7403309,30.7339784
76.7452234,30.7340471
76.744082,30.7340785
76.7363413,30.7341483
76.7387416,30.7341036
76.7396574,30.7341905
76.7433336,30.7341723
76.7406563,30.7341825
76.7416138,30.7341909
76.7427794,30.7342281
76.738586,30.7342879
76.7390492,30.7342975
76.7446101,30.7344165
76.7399832,30.7343902
76.743139,30.7344524
76.7437734,30.7344489
76.7420218,30.7344475
76.7393872,30.7345083
76.7403137,30.7345926
76.7422555,30.7345946
76.7423837,30.7346753
76.739713,30.7347125
76.738209,30.7347487
76.744303,30.7347819
76.7391018,30.734852
76.7434215,30.7348562
76.7427426,30.7349011
76.7400294,30.7349108
76.7419933,30.7349082
76.738502,30.7349399
76.7379648,30.7350337
76.7446597,30.7350063
76.744746,30.7350606
76.7403384,30.7351045
76.7388622,30.7351552
76.7417724,30.7351725
76.7431603,30.7351556
76.7382427,30.7352335
76.7425652,30.7352639
76.7441352,30.7353176
76.7406672,30.7353106
76.739176,30.7353505
76.7415475,30.7354416
76.7385709,30.735478
76.7429033,30.7354743
76.7409883,30.7355118
76.7423464,30.7355296
76.7395104,30.7355586
76.7438806,30.7356313
76.7388997,30.7356678
76.7403519,30.7356797
76.7432493,30.7356896
76.7413167,30.7357177
76.7397989,30.7357381
76.7421221,30.7357992
76.7392383,30.7358739
76.7436329,30.7359283
76.7401315,30.735945
76.7430304,30.7359553
76.7410936,30.7359846
76.7395199,30.7360555
76.7418885,30.7360736
76.7404583,30.7361484
76.7398591,30.7362607
76.7428062,30.7362249
76.7408724,30.7362492
76.7434998,30.7362474
76.7416599,30.7363371
76.740784,30.736355
76.740178,30.7364735
76.7425726,30.7364993
76.7406476,30.7365181
76.7432939,30.7365284
76.7405424,30.736644
76.7414425,30.7366039
76.742344,30.7367628
76.7430721,30.7368102
76.7412152,30.7368713
76.7421266,30.7370296
76.7428429,30.7370732
76.7418993,30.737297
76.7426165,30.7373345
76.7422414,30.7375099
76.74607,30.7222117
76.7458984,30.7222228
76.7461986,30.7222977
76.745776,30.7223768
76.746227,30.7224482
76.7423884,30.7223009
76.7457973,30.7225002
76.7461226,30.7225729
76.7459768,30.722598
76.7455491,30.7229578
76.7371157,30.7231974
76.7448171,30.7238359
76.7397428,30.7248448
76.7473615,30.7254303
76.7425281,30.7265781
76.746857,30.7265996
76.7415276,30.7200268
76.7425291,30.7206464
76.7409558,30.7207256
76.7429973,30.7209381
76.7405962,30.7211443
76.7419185,30.7213352
76.7426555,30.721355
76.7403171,30.7214887
76.7411754,30.7215218
76.7440067,30.7215667
76.7424045,30.721643
76.7432131,30.7216923
76.7415292,30.7217524
76.740059,30.7218025
76.7409187,30.7218376
76.7444849,30.7218816
76.7436835,30.7219769
76.7429543,30.7219911
76.7404508,30.7220428
76.7406532,30.7221668
76.7449449,30.7221845
76.7433805,30.7223381
76.7425712,30.722432
76.7438497,30.722618
76.7430564,30.722724
76.7415247,30.7227068
76.7392842,30.7227563
76.744344,30.7229128
76.7413509,30.7229324
76.7396526,30.7229823
76.7390035,30.7230894
76.7426477,30.7232246
76.7418551,30.7232413
76.7410296,30.7233202
76.7439977,30.723329
76.7468896,30.7234072
76.7386814,30.7234776
76.7430844,30.7235009
76.7423648,30.7235642
76.740752,30.723657
76.7473694,30.7237039
76.7435782,30.7238134
76.7383011,30.7239379
76.7420395,30.7239549
76.7478569,30.7240055
76.7404409,30.7240192
76.7411869,30.7241461
76.7463199,30.7241043
76.7424893,30.7242342
76.7454916,30.7242586
76.7483163,30.7242896
76.7410035,30.7243684
76.7401288,30.7243883
76.7468096,30.7244006
76.7429607,30.7245268
76.745977,30.7245628
76.7428198,30.7246896
76.7489731,30.7246959
76.7407037,30.7247472
76.7450763,30.7247501
76.7472713,30.7246983
76.7462859,30.7247563
76.7419104,30.7249401
76.7454708,30.7249885
76.7477426,30.7250023
76.742534,30.7250586
76.7486678,30.7250646
76.7458784,30.7252348
76.7423884,30.7252415
76.7416124,30.7253078
76.7491318,30.7253362
76.7445076,30.7254233
76.7483897,30.7254197
76.7443621,30.7255955
76.7448935,30.7256647
76.7412366,30.7257715
76.7452969,30.725917
76.7349372,30.7260173
76.7417241,30.726076
76.745159,30.7260789
76.7428955,30.7261333
76.7472731,30.7261079
76.748314,30.7263073
76.747631,30.7263285
76.7480724,30.7266006
76.7492044,30.7268477
76.744398,30.7270819
76.7490555,30.7272065
76.7479467,30.7272854
76.7462079,30.7273726
76.7440412,30.72752
76.7487832,30.7277463
76.7447268,30.7279426
76.7447893,30.7283785
76.7396381,30.7289953
76.7517966,30.7256786
76.7515806,30.7257128
76.7519899,30.7257771
76.7514588,30.7258483
76.7514726,30.7260812
76.7488494,30.7256756
76.74933,30.7259871
76.7485756,30.7259987
76.7490664,30.7263044
76.7469221,30.7281302
76.7514019,30.7158284
76.7519132,30.7160479
76.751555,30.7158105
76.7512412,30.7160205
76.7516965,30.7160133
76.7511259,30.7162965
76.751571,30.7165757
76.7509333,30.716726
76.7512771,30.7169311
76.7521621,30.7169497
76.7505584,30.7169776
76.7515665,30.7171037
76.7520238,30.7171387
76.7421864,30.7172775
76.7510109,30.7172594
76.7421089,30.7173718
76.7518862,30.7172945
76.7523944,30.7173696
76.7502142,30.7173876
76.7512867,30.7174366
76.7531564,30.717556
76.7515996,30.7176378
76.7506772,30.7176624
76.7529985,30.7177463
76.753536,30.7177951
76.7519299,30.7179018
76.7499188,30.7179509
76.7533397,30.718022
76.7512567,30.7180342
76.751611,30.7182565
76.7525575,30.7182877
76.7441821,30.7184532
76.7495205,30.7184399
76.75462,30.7184779
76.7529177,30.7185092
76.7440984,30.7185617
76.7508237,30.7185314
76.7544309,30.7187073
76.7550972,30.7187785
76.752601,30.7188755
76.7491631,30.7188973
76.7572739,30.7190439
76.7504232,30.7190089
76.7549027,30.7190111
76.7566586,30.7190283
76.7570046,30.7190902
76.7574778,30.7191991
76.7486924,30.7191839
76.7540332,30.719195
76.7502334,30.7192316
76.7568727,30.7192416
76.7554023,30.719318
76.7532843,30.7193146
76.7569013,30.7194638
76.7545045,30.7194848
76.7485052,30.7196045
76.755856,30.7195967
76.7494611,30.7196529
76.7535866,30.719742
76.7561888,30.7198012
76.7481241,30.7198619
76.7498873,30.7199129
76.7548905,30.7199273
76.7491715,30.7200099
76.7540511,30.7200285
76.7531955,30.720105
76.7553448,30.7202137
76.7495404,30.7203252
76.7489059,30.7203373
76.7545483,30.7203243
76.7475965,30.7204987
76.755676,30.7204224
76.7537293,30.7204384
76.7475163,30.7205949
76.7493175,30.7205875
76.7502083,30.7207255
76.7526816,30.7207172
76.7496025,30.7207608
76.7553531,30.7208031
76.7533848,30.7208506
76.7524746,30.7209792
76.7499818,30.7209914
76.7473218,30.7210715
76.7483327,30.7210382
76.7522934,30.7212056
76.7550064,30.7212449
76.7487284,30.721281
76.7529917,30.7213203
76.7552712,30.7214121
76.7479597,30.7214674
76.7489895,30.7214483
76.7527672,30.7215145
76.7493793,30.7217023
76.7467278,30.72183
76.7549245,30.7217981
76.7476243,30.7218276
76.7463733,30.7219644
76.7523987,30.7219626
76.7499213,30.7220291
76.7536302,30.7220539
76.7515605,30.7221214
76.7473357,30.7221953
76.7546385,30.7223408
76.7547085,30.7223842
76.7520281,30.7224113
76.7495649,30.7224745
76.7532599,30.7224903
76.750035,30.7227206
76.752518,30.7227122
76.7528792,30.722934
76.7489568,30.7232147
76.7533649,30.7232322
76.7485852,30.7235895
76.7530302,30.7236529
76.7515629,30.7254533
76.7517796,30.7072891
76.7516952,30.7074038
76.7520759,30.7076427
76.7517894,30.7079768
76.7511514,30.7080501
76.7527925,30.7080924
76.7515314,30.708295
76.7531659,30.7083268
76.7525089,30.7084208
76.752884,30.7086571
76.752235,30.7087483
76.7532937,30.7089172
76.7525988,30.7089746
76.7543606,30.7090766
76.7519229,30.709128
76.7502711,30.7091157
76.7536639,30.7091544
76.7530173,30.7092416
76.7548066,30.7093565
76.7540748,30.7094164
76.7507247,30.7093958
76.7553786,30.709495
76.7527058,30.7096072
76.7552613,30.7096419
76.7511511,30.7096591
76.7532051,30.7096727
76.7513698,30.7097942
76.752488,30.7098629
76.7496148,30.7099268
76.7542851,30.7099696
76.7536257,30.7099335
76.7518856,30.7099375
76.7516208,30.7099492
76.7568042,30.7101004
76.7528465,30.71009
76.7567391,30.7101771
76.7516296,30.7101659
76.7522372,30.7101531
76.7500586,30.7101998
76.7540616,30.7102031
76.7492058,30.7104242
76.752028,30.7104153
