x_coord,y_coord,degree,street_count,betweenness,closeness,pagerank,eccentricity,traffic_light
76.8118234,30.6901156,6,4,0.019294966344382537,0.01938186429894102,0.00016088374071881158,0,1.0
76.746815,30.6905433,2,3,0.0,0.01615083771114054,4.60167786275953e-05,0,0.0
76.7402811,30.6925004,2,1,0.0,0.016180654227716917,4.076691824958487e-05,0,0.0
76.7372592,30.6928667,2,3,0.0,0.01700390000366515,4.3425445638745413e-05,0,0.0
76.737483,30.6933926,2,1,0.0,0.01700296233499753,4.65251359670585e-05,0,0.0
76.7384107,30.6934867,4,3,2.1562429218350313e-06,0.017005511111822566,7.291423037272961e-05,0,0.0
76.7376738,30.6935148,6,3,0.0003289091360464096,0.01729785762350359,0.00013014712889799801,0,0.0
76.7383537,30.6935518,6,3,0.0003298121311786502,0.017298828100555396,0.00011753453156882089,0,0.0
76.7381386,30.6938125,6,3,0.0009858572491936149,0.01760305956741735,0.00010668772860281638,0,0.0
76.7389925,30.693862,6,3,0.00016647627379149892,0.017005823750264423,0.00011012047844499301,0,0.0
76.7372822,30.6939703,2,1,0.0,0.01700296233499753,4.65251359670585e-05,0,0.0
76.7379999,30.6939754,4,3,0.0011490508164387165,0.017918370426926344,7.214453368771604e-05,0,0.0
76.7392532,30.6940302,2,1,0.0,0.01672071958623583,4.194087818126464e-05,0,0.0
76.7384673,30.6942876,6,3,0.0018093495786869797,0.018245487696324496,9.360622702266495e-05,0,0.0
76.7381115,30.6946969,6,3,0.0003729163887974446,0.01791890443967071,9.581273329319866e-05,0,0.0
76.7393835,30.6954972,6,3,0.00020523711934723854,0.01760390996672773,0.00010228052127190971,0,0.0
76.7395666,30.6956124,2,1,0.0,0.017298579249904664,4.124402884400761e-05,0,0.0
76.7386551,30.6956279,6,3,0.0001433803047976767,0.017604013051015357,9.720343179654322e-05,0,0.0
76.737942,30.6956537,2,1,0.0,0.017292783055920313,4.266793008229349e-05,0,0.0
76.7390858,30.6958951,6,3,0.0003196984789754337,0.01790780352493221,9.64732147412197e-05,0,0.0
76.7383922,30.6959486,6,3,0.0001980034121755924,0.017597907389590575,0.0001062552790258534,0,0.0
76.7396594,30.696013,2,1,0.0,0.01822963877084186,4.1375858350274365e-05,0,0.0
76.7379302,30.6963304,2,1,0.0,0.01759033916112919,4.2666161379475e-05,0,0.0
76.738034,30.6963892,6,3,0.00042421218166515003,0.017906150239280928,0.00010678098764865637,0,0.0
76.7384939,30.6966495,6,3,0.0009997843553471624,0.018231684029455474,9.808225695542227e-05,0,0.0
76.7390486,30.6967463,6,3,0.0005933584478120458,0.01856904400172946,0.00010188562385201846,0,0.0
76.7386302,30.6967267,6,3,0.0012394712995923674,0.01856781109457697,9.91501907206675e-05,0,0.0
76.7377589,30.6968487,2,1,0.0,0.017901538652879453,4.387025771817288e-05,0,0.0
76.7389242,30.6968931,6,3,0.001800562725823161,0.018917487441386868,9.65902778716735e-05,0,0.0
76.7394777,30.6969825,8,4,0.0004824929433806663,0.018238541757214566,0.00012742920224422953,0,1.0
76.7382817,30.6971531,6,3,0.00047636939762020605,0.018228726843993553,0.00010970232905036005,0,0.0
76.7398323,30.6971986,2,1,0.0,0.017911004300086356,3.928883815551404e-05,0,0.0
76.7376886,30.6973137,2,1,0.0,0.01822419619695621,4.4762493881628495e-05,0,0.0
76.7392052,30.6973181,6,3,0.00013139587091872627,0.01791156455337901,8.981765280712034e-05,0,0.0
76.7379854,30.6974979,6,3,0.0007154749057879026,0.018563396909456034,0.00011549066094207919,0,0.0
76.7389824,30.6975831,6,3,0.00020842527075457543,0.018229445324189082,9.065529502523592e-05,0,0.0
76.7399008,30.6977122,6,3,9.121509864787736e-06,0.017596053343798667,8.766907670101886e-05,0,0.0
76.7387478,30.6978779,6,3,0.0005015540812661067,0.018565087810265418,9.925602426557837e-05,0,0.0
76.737516,30.6980416,4,3,0.0008757330908903697,0.018913440894551048,7.673476248350803e-05,0,0.0
76.7380886,30.6979439,6,3,0.004293142078926611,0.019279968810762677,9.739345652563147e-05,0,0.0
76.7396733,30.698001,6,3,5.2051774790270895e-05,0.01790284458361791,8.775955154985616e-05,0,0.0
76.7392496,30.6981793,2,1,0.0,0.01822582586546179,4.032200457405043e-05,0,0.0
76.7384744,30.6981893,6,3,0.002184238972222723,0.01891534493621837,9.298649698450948e-05,0,0.0
76.7392471,30.6986362,6,3,0.0013704867512465565,0.018565374434153206,8.949752573688071e-05,0,0.0
76.7322661,30.7066952,4,3,0.00016446140889541874,0.015548706935242839,9.615752301280832e-05,0,0.0
76.732206,30.7067671,4,3,0.00032889545430198167,0.015794908189243225,8.415807565223159e-05,0,0.0
76.7320126,30.7069984,6,3,0.000657722499881824,0.016048988843856825,0.00012262364848400628,0,0.0
76.7328138,30.7070337,2,1,0.0,0.01531002416100038,5.101394326043983e-05,0,0.0
76.7317567,30.7073044,6,3,0.0006575720006931172,0.016582122698504075,0.0001146891433009225,0,0.0
76.7325938,30.7073576,2,1,0.0,0.015794825203481765,4.559622583907223e-05,0,0.0
76.7304597,30.707459,2,3,0.0,0.01658171111909782,4.443251569653845e-05,0,0.0
76.7314994,30.7076121,6,3,0.0009860433209178344,0.016862102084703876,0.00011169342110700344,0,0.0
76.7323274,30.7076571,2,1,0.0,0.01631093504972184,4.4253832890967185e-05,0,0.0
76.730843,30.7076959,6,3,0.0008217187294666946,0.016862054795296857,0.00011177960860538607,0,0.0
76.7302732,30.7078008,4,3,0.00016446140889541874,0.016861629202569367,8.435644905457765e-05,0,0.0
76.7312296,30.7079349,8,4,0.0023002432819385446,0.017151649494214806,0.00014259187669270895,0,1.0
76.7320537,30.7079547,2,1,0.0,0.016581756849134002,4.451639131524158e-05,0,0.0
76.730571,30.7079881,6,3,0.0018073242345628365,0.017151551639678877,0.00010816564248496926,0,0.0
76.7309731,30.7082417,8,4,0.005088945362569306,0.01745106130245906,0.00013923184757313532,0,1.0
76.7318077,30.7082921,2,1,0.0,0.016861676489589278,4.247767422730886e-05,0,0.0
76.729797,30.7083434,2,1,0.0,0.016581299560122414,4.814298093216143e-05,0,0.0
76.7307014,30.7085725,6,3,0.0004930011378422753,0.017151331471055443,0.00011141520177060188,0,0.0
76.7317113,30.7087066,3,3,0.00269814945513479,0.01744949127240589,4.7022675355359376e-05,0,0.0
76.7304278,30.7088939,6,3,0.0001647076802951207,0.016861912928667247,0.00011156400918774157,0,0.0
76.731274,30.7089425,2,1,0.0,0.016861369128700676,4.3859648816058295e-05,0,0.0
76.7301759,30.7091926,6,3,0.0011507373194685271,0.016582076966449956,0.00011377187614993429,0,0.0
76.731004,30.7092345,2,1,0.0,0.016581573930502667,4.424288270129071e-05,0,0.0
