x_coord,y_coord,degree,street_count,betweenness,closeness,pagerank,eccentricity,traffic_light
79.0891679,27.5966105,4,3,0.02062660638328985,0.019492276726799138,0.0001227795559800819,0,0.0
79.0620938,27.625207,6,3,0.06368525525035475,0.02144838565150663,0.0001639760608993126,0,0.0
78.9990079,27.6863463,6,3,0.035529042163804855,0.02424168420447771,0.00016039227476511418,0,0.0
79.0667123,27.6235041,2,1,0.0,0.02094055673960185,7.213489790556809e-05,0,0.0
79.0627681,27.6268314,6,3,0.0012494926510571598,0.021013177597150923,0.00016380717948656398,0,0.0
79.0673132,27.6270029,6,3,0.0013888925448872773,0.02138837486374813,0.00017756197204402932,0,0.0
79.0944882,27.6733206,6,3,0.0033367743227031973,0.02223122449584523,0.00015613118687680987,0,0.0
78.5837138,27.773199,6,3,0.009706565735275573,0.021015140241035877,0.00016037246639657098,0,0.0
78.6022929,27.7753971,6,3,0.04692189621755915,0.024358030572034815,0.00017250233032154778,0,0.0
78.6253768,27.7811711,6,3,0.09952816592763719,0.027782808409753206,0.0001559453875062098,0,0.0
78.6412286,27.8026417,6,3,0.0003799629369468481,0.027551132861766782,0.00014707525019716473,0,0.0
78.6425434,27.8107035,8,4,0.03728136462217298,0.028738813150880897,0.0001908157478897106,0,1.0
78.6429405,27.8112564,6,4,0.05056771028610328,0.02879385731044044,0.00015789893289996074,0,1.0
78.6357311,27.8118501,6,3,0.0012001689607147581,0.0282638461441833,0.00017691848878875765,0,0.0
78.6499861,27.8126707,4,3,0.03470331790538117,0.029431898946120003,0.00011573534657729485,0,0.0
78.6484287,27.8131584,4,3,0.01758617075083889,0.02932525838811002,0.00011912536168204595,0,0.0
78.6116937,27.8152067,6,3,0.058146118320033705,0.02655671530807757,0.00015258114679732201,0,0.0
78.5859597,27.8218874,6,3,0.015344518346234175,0.025206694898164954,0.00015122994735142957,0,0.0
78.7365487,27.8788719,6,3,0.054287809324828996,0.02940010714705716,0.00017398112908740383,0,0.0
78.7419575,27.8851129,6,3,0.00914887628221893,0.026803476907315563,0.00017430564711623238,0,0.0
78.8458234,27.9119334,4,3,0.01111006083313974,0.022879727205859922,0.00011045368313017787,0,0.0
78.8685604,27.6326945,6,3,0.018816805602943805,0.023747453745237315,0.00016182618039987815,0,0.0
78.9022544,27.6776939,6,3,0.003931030332240298,0.025217712921556102,0.00018015452468914497,0,0.0
78.9969789,27.6884051,6,3,0.07901230116703813,0.025314366934561423,0.00016409372842357377,0,0.0
78.7384252,27.7071629,6,3,0.04358314689579791,0.024917035500315616,0.00015423786038273895,0,0.0
78.7382045,27.7072218,6,3,0.03671013905818948,0.02538901614741427,0.00014825498991311964,0,0.0
78.7415945,27.7111955,8,4,0.029916667136763404,0.025488626408482616,0.00019434579026947048,0,1.0
78.7425331,27.716975,6,3,0.04974690284496774,0.025807092936120754,0.00015870506362809209,0,0.0
78.9453498,27.7312718,6,3,0.08124092483992237,0.025863059887352005,0.00016351691694875596,0,0.0
78.9395705,27.7345677,6,3,0.1720648407435974,0.02699956800691189,0.000165223097511769,0,0.0
78.6238712,27.7457192,1,3,0.0,0.0,2.221893052881055e-05,0,0.0
78.6216965,27.7583416,4,3,0.0057240500693571525,0.02173521039683664,0.00011356574918458446,0,0.0
78.6208557,27.7631349,4,3,0.02743816336805141,0.024256580720510287,0.00011914949749576027,0,0.0
78.618428,27.7771947,4,3,0.0516928908179801,0.025940885525754496,0.00011858488890205496,0,0.0
78.6182951,27.7780565,4,3,0.06496774454178644,0.026563090290895354,0.00010810046318616199,0,0.0
78.6186706,27.7786522,5,3,0.09911900378033321,0.027146482419133644,0.00012293278771913438,0,0.0
78.83338,27.7924934,8,4,0.1492786503062107,0.028028069592658723,0.00022028149090357898,0,1.0
78.8353726,27.7938707,6,3,0.16444400041891305,0.027516091818141054,0.00016270962516387653,0,0.0
78.8312363,27.7962527,6,3,0.21600800929704067,0.028520363539567252,0.00016247712169401978,0,0.0
78.7790593,27.7965909,2,1,0.0,0.028836295283663705,7.527261769118776e-05,0,0.0
78.8301535,27.7966866,6,3,0.2843339268700291,0.029488730936081536,0.00016065606470560656,0,0.0
78.7773961,27.7970513,6,3,0.14404186560332363,0.029692386872006017,0.00018684709605777525,0,0.0
78.7767179,27.7972255,6,3,0.14421845499813046,0.02995978730770255,0.0001888298785949532,0,0.0
78.774706,27.7976952,2,1,0.0,0.029088433146161836,7.55286909549046e-05,0,0.0
78.6606932,27.8006144,6,3,0.12861478729685477,0.029136397187366457,0.0001587301303906187,0,0.0
78.7050686,27.8008468,6,3,0.14916813568403606,0.030306159558562727,0.00015255181604619553,0,0.0
78.6596427,27.8056366,6,3,0.21599896599717716,0.03007337904486948,0.0001525087099081998,0,0.0
78.6537671,27.8165799,6,4,0.0981703828134875,0.030017476842072496,0.0001725734924275553,0,1.0
78.7518516,27.8849323,6,3,0.03939659794770589,0.02657993077404696,0.00015954711597845385,0,0.0
78.7482213,27.8868836,6,3,0.05246607302068645,0.026666772016877102,0.00015597595493893314,0,0.0
78.6428063,27.8218452,6,3,0.0017378575911175696,0.028033424147783904,0.00015655623390380835,0,0.0
79.0683772,27.8247313,6,3,0.02460431019858095,0.02464268112370626,0.00015701071211264068,0,0.0
78.63901,27.8371325,6,3,0.0016307039518690303,0.027189346609790582,0.00015876415723673864,0,0.0
78.6192077,27.8499641,6,3,0.0009897718950318609,0.027658380079410284,0.00015395897400254847,0,0.0
78.6451289,27.8019105,6,3,0.0009383330597942017,0.027578824365789182,0.00014849297030319322,0,0.0
78.6412709,27.8026871,6,3,0.0001266955317925912,0.027142334401602002,0.0001479869597494234,0,0.0
78.6466596,27.8045631,6,3,0.0013503119816296375,0.027565984799911788,0.0001487166924257127,0,0.0
78.643257,27.8048205,6,3,0.00012435125073497882,0.02705768698865982,0.00014783000900748887,0,0.0
78.6433406,27.8049344,6,3,0.0004454072775294672,0.027259840802529713,0.0001476075560756018,0,0.0
78.6470283,27.8050055,6,3,0.0015385505674181733,0.027616285016426576,0.0001489684549791961,0,0.0
78.6463317,27.8054852,6,3,0.0002468050339980734,0.026964622415391007,0.0001502157624121151,0,0.0
78.6420183,27.8057042,6,3,0.0006060922050075539,0.027651695151326462,0.0001457728111831563,0,0.0
78.6440533,27.8059054,6,3,0.0004959039552207748,0.02724212803396589,0.00014778667998291016,0,0.0
78.6448335,27.8062649,6,3,9.936148491181825e-05,0.026587783012179175,0.00014972725002048803,0,0.0
78.6445007,27.8064696,6,3,0.0001465991448920963,0.02662795422358803,0.00014897151349221627,0,0.0
78.6488511,27.8067029,6,3,0.0031950734092640546,0.027700831024930747,0.0001498841782565304,0,0.0
78.6402321,27.8067441,6,3,0.0012572109445481042,0.02804087736789631,0.00014597386518387884,0,0.0
78.6485386,27.8069099,6,3,0.0020620697566383892,0.027357729673206852,0.00015018693983813957,0,0.0
78.6484088,27.8069958,6,3,0.000555278592912426,0.027063219681175227,0.00015022057808757668,0,0.0
78.646634,27.8081711,8,4,0.000650567698471904,0.02691087119460347,0.0002059431969913561,0,1.0
78.6462646,27.8084786,8,4,0.0009220049399789625,0.027214888761662084,0.00019546938710622276,0,1.0
78.6473853,27.8090631,2,1,0.0,0.0262057559487066,6.558774766238268e-05,0,0.0
78.6445361,27.8095773,6,3,0.0010053129388886864,0.02788795240456123,0.0001457909753625779,0,0.0
78.6436913,27.8096405,6,3,8.023226629734282e-05,0.027896020167789394,0.00014349276998951735,0,0.0
78.6598031,27.8098668,6,3,0.10492600806693671,0.029963777122767144,0.000152004742255949,0,0.0
78.6440247,27.8099302,6,3,0.0005415905932994039,0.027895789595490387,0.000143108996365735,0,0.0
78.6434836,27.8103036,8,4,0.018120974325982975,0.028665098225736586,0.00018509772050492981,0,1.0
78.6503544,27.8104898,6,3,0.0014953880657438674,0.027940013825132767,0.0001508988974285142,0,0.0
78.6479196,27.8105443,6,3,0.0006829882340249643,0.0279467231949522,0.00015332970548614754,0,0.0
78.6413612,27.8108248,6,3,0.08552240454150531,0.028861201139055406,0.0001533538303556723,0,0.0
78.6458355,27.8111572,6,3,0.017233279768338994,0.028620128218174418,0.00014409169280733375,0,0.0
78.647351,27.8112159,8,4,0.01714453606768876,0.028678982342244353,0.0001966816574231877,0,1.0
78.6473555,27.8114899,6,3,0.005224878919911926,0.028306752942853907,0.00016610564538262478,0,0.0
78.648952,27.8115208,6,3,0.01671831591141692,0.02875203394017873,0.0001494434437490397,0,0.0
78.6504137,27.8115211,6,3,0.0017120071076342487,0.028347766196023753,0.0001524312943397819,0,0.0
78.6428876,27.8115539,6,3,0.059437216559731686,0.028784648187633263,0.0001556927105287832,0,0.0
78.6496121,27.8120625,6,3,0.018374400054534362,0.029108880149037467,0.0001577086637311607,0,0.0
78.6581286,27.8125307,6,3,0.10441732688009984,0.03004874574309435,0.00015262190201821563,0,0.0
78.6450199,27.8125579,4,3,0.009783484924691877,0.028283742504808237,0.00011950214075727368,0,0.0
78.6463635,27.812956,4,3,0.009676563660320246,0.027885417785526022,0.00012050590718302163,0,0.0
78.6464442,27.8129686,4,3,0.010282451701236222,0.028626804018779182,0.00012004811306371224,0,0.0
78.6480256,27.8132249,4,3,0.015104594842600256,0.028525907863430632,0.00012060112154245193,0,0.0
78.648073,27.8132212,4,3,0.015009322322141949,0.029125962235493113,0.0001204023082371495,0,0.0
78.6481816,27.8134081,8,4,0.0038276250495229433,0.02897592637109791,0.0002250031571713143,0,1.0
78.6468056,27.8143936,2,1,0.0,0.028160082769784024,7.001524110701567e-05,0,0.0
78.6439353,27.8152427,6,3,0.027473329542348723,0.028672403979304897,0.00015953734748288655,0,0.0
78.6438674,27.8154532,6,3,0.028652451705918434,0.028738935509828718,0.0001575396312383996,0,0.0
78.7005454,27.8217241,6,3,0.003310827226598619,0.027723927186699086,0.00016462155810755891,0,0.0
78.9267003,27.5843595,2,1,0.0,0.02217535283450288,7.57407140915378e-05,0,0.0
78.9512394,27.5801665,8,4,0.032684873188568046,0.02317469254907885,0.0002523957276952708,0,1.0
78.9564711,27.5734458,2,1,0.0,0.02214886663429104,8.26542603618778e-05,0,0.0
